InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsCancelled,IsReturn,Year,Month,Day,Hour,DayOfWeek,Weekday,TotalPrice,Season,TransactionType,IsLoyalCustomer,ProductCategory
536389,22196,Small Heart Measuring Spoons,24,,0.85,12431.0,Australia,False,False,,,,,,,20.4,,Sale,True,Other
536390,22941,Christmas Lights 10 Reindeer,2,,8.5,17511.0,United Kingdom,False,False,,,,,,,17.0,,Sale,True,Home
536390,22960,Jam Making Set With Jars,12,,3.75,17511.0,United Kingdom,False,False,,,,,,,45.0,,Sale,True,Other
536390,22961,Jam Making Set Printed,12,,1.45,17511.0,United Kingdom,False,False,,,,,,,17.4,,Sale,True,Other
536390,22962,Jam Jar With Pink Lid,48,,0.72,17511.0,United Kingdom,False,False,,,,,,,34.56,,Sale,True,Other
536390,22963,Jam Jar With Green Lid,48,,0.72,17511.0,United Kingdom,False,False,,,,,,,34.56,,Sale,True,Other
536390,22968,Rose Cottage Keepsake Box,8,,8.5,17511.0,United Kingdom,False,False,,,,,,,68.0,,Sale,True,Other
536390,84970S,Hanging Heart Zinc T-Light Holder,144,,0.64,17511.0,United Kingdom,False,False,,,,,,,92.16,,Sale,True,Home
536390,22910,Paper Chain Kit Vintage Christmas,40,,2.55,17511.0,United Kingdom,False,False,,,,,,,102.0,,Sale,True,Stationery
536390,20668,Disco Ball Christmas Decoration,288,,0.1,17511.0,United Kingdom,False,False,,,,,,,28.8,,Sale,True,Other
536390,85123A,White Hanging Heart T-Light Holder,64,,2.55,17511.0,United Kingdom,False,False,,,,,,,163.2,,Sale,True,Home
536390,22197,Small Popcorn Holder,100,,0.72,17511.0,United Kingdom,False,False,,,,,,,72.0,,Sale,True,Home
536390,22198,Large Popcorn Holder,50,,1.45,17511.0,United Kingdom,False,False,,,,,,,72.5,,Sale,True,Home
536390,21533,Retrospot Large Milk Jug,12,,4.25,17511.0,United Kingdom,False,False,,,,,,,51.0,,Sale,True,Other
536390,21080,Set/20 Red Retrospot Paper Napkins,96,,0.64,17511.0,United Kingdom,False,False,,,,,,,61.44,,Sale,True,Stationery
536390,21094,Set/6 Red Spotty Paper Plates,96,,0.64,17511.0,United Kingdom,False,False,,,,,,,61.44,,Sale,True,Kitchen
536390,21086,Set/6 Red Spotty Paper Cups,48,,0.65,17511.0,United Kingdom,False,False,,,,,,,31.200000000000003,,Sale,True,Stationery
536390,21786,Polkadot Rain Hat,144,,0.32,17511.0,United Kingdom,False,False,,,,,,,46.08,,Sale,True,Other
536390,22654,Deluxe Sewing Kit,40,,4.95,17511.0,United Kingdom,False,False,,,,,,,198.0,,Sale,True,Other
536390,21485,Retrospot Heart Hot Water Bottle,24,,4.25,17511.0,United Kingdom,False,False,,,,,,,102.0,,Sale,True,Other
536390,84029G,Knitted Union Flag Hot Water Bottle,24,,3.39,17511.0,United Kingdom,False,False,,,,,,,81.36,,Sale,True,Other
536390,84030E,English Rose Hot Water Bottle,24,,3.75,17511.0,United Kingdom,False,False,,,,,,,90.0,,Sale,True,Other
536390,22174,Photo Cube,48,,1.48,17511.0,United Kingdom,False,False,,,,,,,71.03999999999999,,Sale,True,Other
536390,22969,Homemade Jam Scented Candles,96,,1.25,17511.0,United Kingdom,False,False,,,,,,,120.0,,Sale,True,Home
536390,85099B,Jumbo Bag Red Retrospot,100,,1.65,17511.0,United Kingdom,False,False,,,,,,,165.0,,Sale,True,Bags
C536391,22556,Plasters In Tin Circus Parade,-12,,1.65,17548.0,United Kingdom,True,True,,,,,,,-19.799999999999997,,Cancelled,False,Other
C536391,21984,Pack Of 12 Pink Paisley Tissues,-24,,0.29,17548.0,United Kingdom,True,True,,,,,,,-6.959999999999999,,Cancelled,False,Other
C536391,21983,Pack Of 12 Blue Paisley Tissues,-24,,0.29,17548.0,United Kingdom,True,True,,,,,,,-6.959999999999999,,Cancelled,False,Other
C536391,21980,Pack Of 12 Red Retrospot Tissues,-24,,0.29,17548.0,United Kingdom,True,True,,,,,,,-6.959999999999999,,Cancelled,False,Other
C536391,21484,Chick Grey Hot Water Bottle,-12,,3.45,17548.0,United Kingdom,True,True,,,,,,,-41.400000000000006,,Cancelled,False,Other
C536391,22557,Plasters In Tin Vintage Paisley,-12,,1.65,17548.0,United Kingdom,True,True,,,,,,,-19.799999999999997,,Cancelled,False,Other
C536391,22553,Plasters In Tin Skulls,-24,,1.65,17548.0,United Kingdom,True,True,,,,,,,-39.599999999999994,,Cancelled,False,Other
536392,22150,3 Stripey Mice Feltcraft,6,,1.95,13705.0,United Kingdom,False,False,,,,,,,11.7,,Sale,False,Other
536392,22619,Set Of 6 Soldier Skittles,4,,3.75,13705.0,United Kingdom,False,False,,,,,,,15.0,,Sale,False,Other
536392,21891,Traditional Wooden Skipping Rope,12,,1.25,13705.0,United Kingdom,False,False,,,,,,,15.0,,Sale,False,Other
536392,21889,Wooden Box Of Dominoes,12,,1.25,13705.0,United Kingdom,False,False,,,,,,,15.0,,Sale,False,Other
536392,22827,Rustic Seventeen Drawer Sideboard,1,,165.0,13705.0,United Kingdom,False,False,,,,,,,165.0,,Sale,False,Other
536392,22127,Party Cones Carnival Assorted,12,,1.25,13705.0,United Kingdom,False,False,,,,,,,15.0,,Sale,False,Other
536392,22128,Party Cones Candy Assorted,12,,1.25,13705.0,United Kingdom,False,False,,,,,,,15.0,,Sale,False,Other
536392,22502,Picnic Basket Wicker Small,4,,5.95,13705.0,United Kingdom,False,False,,,,,,,23.8,,Sale,False,Other
536392,84879,Assorted Colour Bird Ornament,16,,1.69,13705.0,United Kingdom,False,False,,,,,,,27.04,,Sale,False,Other
536392,22338,Star Decoration Painted Zinc,24,,0.65,13705.0,United Kingdom,False,False,,,,,,,15.600000000000001,,Sale,False,Other
536393,22180,Retrospot Lamp,8,,9.95,13747.0,United Kingdom,False,False,,,,,,,79.6,,Sale,False,Other
536394,21506,"Fancy Font Birthday Card,",24,,0.42,13408.0,United Kingdom,False,False,,,,,,,10.08,,Sale,True,Gift
536394,22633,Hand Warmer Union Jack,96,,1.85,13408.0,United Kingdom,False,False,,,,,,,177.60000000000002,,Sale,True,Other
536394,22866,Hand Warmer Scotty Dog Design,96,,1.85,13408.0,United Kingdom,False,False,,,,,,,177.60000000000002,,Sale,True,Other
536394,22865,Hand Warmer Owl Design,96,,1.85,13408.0,United Kingdom,False,False,,,,,,,177.60000000000002,,Sale,True,Other
536394,22632,Hand Warmer Red Retrospot,96,,1.85,13408.0,United Kingdom,False,False,,,,,,,177.60000000000002,,Sale,True,Other
536394,21485,Retrospot Heart Hot Water Bottle,12,,4.95,13408.0,United Kingdom,False,False,,,,,,,59.400000000000006,,Sale,True,Other
536394,22349,Dog Bowl Chasing Ball Design,12,,3.75,13408.0,United Kingdom,False,False,,,,,,,45.0,,Sale,True,Kitchen
536394,22558,Clothes Pegs Retrospot Pack 24,48,,1.25,13408.0,United Kingdom,False,False,,,,,,,60.0,,Sale,True,Other
536394,85152,Hand Over The Chocolate Sign,12,,2.1,13408.0,United Kingdom,False,False,,,,,,,25.200000000000003,,Sale,True,Other
536394,85123A,White Hanging Heart T-Light Holder,32,,2.55,13408.0,United Kingdom,False,False,,,,,,,81.6,,Sale,True,Home
536394,22652,Travel Sewing Kit,20,,1.65,13408.0,United Kingdom,False,False,,,,,,,33.0,,Sale,True,Other
536395,22188,Black Heart Card Holder,8,,3.95,13767.0,United Kingdom,False,False,,,,,,,31.6,,Sale,True,Home
536395,84879,Assorted Colour Bird Ornament,32,,1.69,13767.0,United Kingdom,False,False,,,,,,,54.08,,Sale,True,Other
536395,21977,Pack Of 60 Pink Paisley Cake Cases,24,,0.55,13767.0,United Kingdom,False,False,,,,,,,13.200000000000001,,Sale,True,Other
536395,84991,60 Teatime Fairy Cake Cases,24,,0.55,13767.0,United Kingdom,False,False,,,,,,,13.200000000000001,,Sale,True,Other
536395,21212,Pack Of 72 Retrospot Cake Cases,24,,0.55,13767.0,United Kingdom,False,False,,,,,,,13.200000000000001,,Sale,True,Other
536395,21484,Chick Grey Hot Water Bottle,8,,3.45,13767.0,United Kingdom,False,False,,,,,,,27.6,,Sale,True,Other
536395,21314,Small Glass Heart Trinket Pot,8,,2.1,13767.0,United Kingdom,False,False,,,,,,,16.8,,Sale,True,Kitchen
536395,22730,Alarm Clock Bakelike Ivory,4,,3.75,13767.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Other
536395,22727,Alarm Clock Bakelike Red,8,,3.75,13767.0,United Kingdom,False,False,,,,,,,30.0,,Sale,True,Other
536395,22729,Alarm Clock Bakelike Orange,8,,3.75,13767.0,United Kingdom,False,False,,,,,,,30.0,,Sale,True,Other
536395,22726,Alarm Clock Bakelike Green,8,,3.75,13767.0,United Kingdom,False,False,,,,,,,30.0,,Sale,True,Other
536395,22114,Hot Water Bottle Tea And Sympathy,8,,3.95,13767.0,United Kingdom,False,False,,,,,,,31.6,,Sale,True,Other
536395,22867,Hand Warmer Bird Design,48,,2.1,13767.0,United Kingdom,False,False,,,,,,,100.80000000000001,,Sale,True,Other
536395,22866,Hand Warmer Scotty Dog Design,48,,2.1,13767.0,United Kingdom,False,False,,,,,,,100.80000000000001,,Sale,True,Other
536396,85123A,White Hanging Heart T-Light Holder,6,,2.55,17850.0,United Kingdom,False,False,,,,,,,15.299999999999999,,Sale,True,Home
536396,71053,White Metal Lantern,6,,3.39,17850.0,United Kingdom,False,False,,,,,,,20.34,,Sale,True,Home
536396,84406B,Cream Cupid Hearts Coat Hanger,8,,2.75,17850.0,United Kingdom,False,False,,,,,,,22.0,,Sale,True,Other
536396,15056BL,Edwardian Parasol Black,6,,4.95,17850.0,United Kingdom,False,False,,,,,,,29.700000000000003,,Sale,True,Other
536396,20679,Edwardian Parasol Red,6,,4.95,17850.0,United Kingdom,False,False,,,,,,,29.700000000000003,,Sale,True,Other
536396,37370,Retro Coffee Mugs Assorted,6,,1.06,17850.0,United Kingdom,False,False,,,,,,,6.36,,Sale,True,Kitchen
536396,21871,Save The Planet Mug,6,,1.06,17850.0,United Kingdom,False,False,,,,,,,6.36,,Sale,True,Kitchen
536396,21071,Vintage Billboard Drink Me Mug,6,,1.06,17850.0,United Kingdom,False,False,,,,,,,6.36,,Sale,True,Kitchen
536396,21068,Vintage Billboard Love/Hate Mug,6,,1.06,17850.0,United Kingdom,False,False,,,,,,,6.36,,Sale,True,Kitchen
536396,82483,Wood 2 Drawer Cabinet White Finish,2,,4.95,17850.0,United Kingdom,False,False,,,,,,,9.9,,Sale,True,Other
536396,82486,Wood S/3 Cabinet Ant White Finish,4,,6.95,17850.0,United Kingdom,False,False,,,,,,,27.8,,Sale,True,Other
536396,82482,Wooden Picture Frame White Finish,6,,2.1,17850.0,United Kingdom,False,False,,,,,,,12.600000000000001,,Sale,True,Other
536396,82494L,Wooden Frame Antique White,12,,2.55,17850.0,United Kingdom,False,False,,,,,,,30.599999999999998,,Sale,True,Other
536396,84029G,Knitted Union Flag Hot Water Bottle,6,,3.39,17850.0,United Kingdom,False,False,,,,,,,20.34,,Sale,True,Other
536396,84029E,Red Woolly Hottie White Heart.,6,,3.39,17850.0,United Kingdom,False,False,,,,,,,20.34,,Sale,True,Other
536396,22752,Set 7 Babushka Nesting Boxes,2,,7.65,17850.0,United Kingdom,False,False,,,,,,,15.3,,Sale,True,Other
536396,22803,Ivory Embroidered Quilt,2,,35.75,17850.0,United Kingdom,False,False,,,,,,,71.5,,Sale,True,Other
536396,21730,Glass Star Frosted T-Light Holder,6,,4.25,17850.0,United Kingdom,False,False,,,,,,,25.5,,Sale,True,Home
536397,35004B,Set Of 3 Black Flying Ducks,12,,4.65,17924.0,United Kingdom,False,False,,,,,,,55.800000000000004,,Sale,True,Other
536397,35004C,Set Of 3 Coloured Flying Ducks,48,,4.65,17924.0,United Kingdom,False,False,,,,,,,223.20000000000002,,Sale,True,Other
536398,21980,Pack Of 12 Red Retrospot Tissues,24,,0.29,13448.0,United Kingdom,False,False,,,,,,,6.959999999999999,,Sale,True,Other
536398,21844,Red Retrospot Mug,6,,2.95,13448.0,United Kingdom,False,False,,,,,,,17.700000000000003,,Sale,True,Kitchen
536398,22468,Babushka Lights String Of 10,4,,6.75,13448.0,United Kingdom,False,False,,,,,,,27.0,,Sale,True,Home
536398,22637,Piggy Bank Retrospot,8,,2.55,13448.0,United Kingdom,False,False,,,,,,,20.4,,Sale,True,Other
536398,22752,Set 7 Babushka Nesting Boxes,6,,8.5,13448.0,United Kingdom,False,False,,,,,,,51.0,,Sale,True,Other
536398,48185,Doormat Fairy Cake,2,,7.95,13448.0,United Kingdom,False,False,,,,,,,15.9,,Sale,True,Other
536398,22632,Hand Warmer Red Retrospot,12,,2.1,13448.0,United Kingdom,False,False,,,,,,,25.200000000000003,,Sale,True,Other
536398,22866,Hand Warmer Scotty Dog Design,12,,2.1,13448.0,United Kingdom,False,False,,,,,,,25.200000000000003,,Sale,True,Other
536398,22865,Hand Warmer Owl Design,12,,2.1,13448.0,United Kingdom,False,False,,,,,,,25.200000000000003,,Sale,True,Other
536398,21232,Strawberry Ceramic Trinket Box,12,,1.25,13448.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Other
536398,22064,Pink Doughnut Trinket Pot,12,,1.65,13448.0,United Kingdom,False,False,,,,,,,19.799999999999997,,Sale,True,Other
536398,22449,Silk Purse Babushka Pink,6,,3.35,13448.0,United Kingdom,False,False,,,,,,,20.1,,Sale,True,Other
536398,22114,Hot Water Bottle Tea And Sympathy,4,,3.95,13448.0,United Kingdom,False,False,,,,,,,15.8,,Sale,True,Other
536398,22835,Hot Water Bottle I Am So Poorly,8,,4.65,13448.0,United Kingdom,False,False,,,,,,,37.2,,Sale,True,Other
536398,22112,Chocolate Hot Water Bottle,9,,4.95,13448.0,United Kingdom,False,False,,,,,,,44.550000000000004,,Sale,True,Other
536398,21479,White Skull Hot Water Bottle,4,,3.75,13448.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Other
536398,22111,Scottie Dog Hot Water Bottle,9,,4.95,13448.0,United Kingdom,False,False,,,,,,,44.550000000000004,,Sale,True,Other
536399,22632,Hand Warmer Red Polka Dot,6,,1.85,17850.0,United Kingdom,False,False,,,,,,,11.100000000000001,,Sale,True,Other
536399,22633,Hand Warmer Union Jack,6,,1.85,17850.0,United Kingdom,False,False,,,,,,,11.100000000000001,,Sale,True,Other
536400,22969,Homemade Jam Scented Candles,12,,1.45,13448.0,United Kingdom,False,False,,,,,,,17.4,,Sale,True,Home
536401,22110,Bird House Hot Water Bottle,1,,2.55,15862.0,United Kingdom,False,False,,,,,,,2.55,,Sale,False,Other
536401,22098,Boudoir Square Tissue Box,1,,1.25,15862.0,United Kingdom,False,False,,,,,,,1.25,,Sale,False,Other
536401,22100,Skulls Square Tissue Box,2,,1.25,15862.0,United Kingdom,False,False,,,,,,,2.5,,Sale,False,Other
536401,22766,Photo Frame Cornice,1,,2.95,15862.0,United Kingdom,False,False,,,,,,,2.95,,Sale,False,Other
536401,22451,Silk Purse Babushka Red,1,,3.35,15862.0,United Kingdom,False,False,,,,,,,3.35,,Sale,False,Other
536401,22549,Picture Dominoes,1,,1.45,15862.0,United Kingdom,False,False,,,,,,,1.45,,Sale,False,Other
536401,84744,S/6 Sew On Crochet Flowers,1,,1.25,15862.0,United Kingdom,False,False,,,,,,,1.25,,Sale,False,Other
536401,85049E,Scandinavian Reds Ribbons,2,,1.25,15862.0,United Kingdom,False,False,,,,,,,2.5,,Sale,False,Gift
536401,21328,Balloons Writing Set,1,,1.65,15862.0,United Kingdom,False,False,,,,,,,1.65,,Sale,False,Other
536401,22961,Jam Making Set Printed,4,,1.45,15862.0,United Kingdom,False,False,,,,,,,5.8,,Sale,False,Other
536401,17091A,Lavender Incense In Tin,1,,1.25,15862.0,United Kingdom,False,False,,,,,,,1.25,,Sale,False,Other
536401,22473,Tv Dinner Tray Vintage Paisley,1,,4.95,15862.0,United Kingdom,False,False,,,,,,,4.95,,Sale,False,Other
536401,84509A,Set Of 4 English Rose Placemats,2,,3.75,15862.0,United Kingdom,False,False,,,,,,,7.5,,Sale,False,Other
536401,84510A,Set Of 4 English Rose Coasters,2,,1.25,15862.0,United Kingdom,False,False,,,,,,,2.5,,Sale,False,Other
536401,22767,Triple Photo Frame Cornice,2,,9.95,15862.0,United Kingdom,False,False,,,,,,,19.9,,Sale,False,Other
536401,22768,Family Photo Frame Cornice,1,,9.95,15862.0,United Kingdom,False,False,,,,,,,9.95,,Sale,False,Other
536401,21463,Mirrored Disco Ball,1,,5.95,15862.0,United Kingdom,False,False,,,,,,,5.95,,Sale,False,Other
536401,21464,Disco Ball Rotator Battery Operated,1,,4.25,15862.0,United Kingdom,False,False,,,,,,,4.25,,Sale,False,Other
536401,20820,Silver Looking Mirror,3,,4.95,15862.0,United Kingdom,False,False,,,,,,,14.850000000000001,,Sale,False,Other
536401,85150,Ladies & Gentlemen Metal Sign,1,,2.55,15862.0,United Kingdom,False,False,,,,,,,2.55,,Sale,False,Other
536401,22117,Metal Sign Her Dinner Is Served,1,,2.95,15862.0,United Kingdom,False,False,,,,,,,2.95,,Sale,False,Other
536401,21169,You'Re Confusing Me Metal Sign,2,,1.69,15862.0,United Kingdom,False,False,,,,,,,3.38,,Sale,False,Other
536401,48129,Doormat Topiary,1,,7.95,15862.0,United Kingdom,False,False,,,,,,,7.95,,Sale,False,Other
536401,82580,Bathroom Metal Sign,1,,0.55,15862.0,United Kingdom,False,False,,,,,,,0.55,,Sale,False,Other
536401,82578,Kitchen Metal Sign,1,,0.55,15862.0,United Kingdom,False,False,,,,,,,0.55,,Sale,False,Other
536401,82581,Toilet Metal Sign,2,,0.55,15862.0,United Kingdom,False,False,,,,,,,1.1,,Sale,False,Other
536401,22413,Metal Sign Take It Or Leave It,4,,2.95,15862.0,United Kingdom,False,False,,,,,,,11.8,,Sale,False,Other
536401,21907,I'M On Holiday Metal Sign,2,,2.1,15862.0,United Kingdom,False,False,,,,,,,4.2,,Sale,False,Other
536401,22441,Grow Your Own Basil In Enamel Mug,1,,2.1,15862.0,United Kingdom,False,False,,,,,,,2.1,,Sale,False,Kitchen
536401,21122,Set/10 Pink Polkadot Party Candles,1,,1.25,15862.0,United Kingdom,False,False,,,,,,,1.25,,Sale,False,Home
536401,22851,Set 20 Napkins Fairy Cakes Design,1,,0.85,15862.0,United Kingdom,False,False,,,,,,,0.85,,Sale,False,Other
536401,84991,60 Teatime Fairy Cake Cases,3,,0.55,15862.0,United Kingdom,False,False,,,,,,,1.6500000000000001,,Sale,False,Other
536401,22810,Set Of 6 T-Lights Snowmen,1,,2.95,15862.0,United Kingdom,False,False,,,,,,,2.95,,Sale,False,Home
536401,22809,Set Of 6 T-Lights Santa,1,,2.95,15862.0,United Kingdom,False,False,,,,,,,2.95,,Sale,False,Home
536401,22435,Set Of 9 Heart Shaped Balloons,2,,1.25,15862.0,United Kingdom,False,False,,,,,,,2.5,,Sale,False,Other
536401,20966,Sandwich Bath Sponge,3,,1.25,15862.0,United Kingdom,False,False,,,,,,,3.75,,Sale,False,Other
536401,20963,Apple Bath Sponge,1,,1.25,15862.0,United Kingdom,False,False,,,,,,,1.25,,Sale,False,Other
536401,20961,Strawberry Bath Sponge,1,,1.25,15862.0,United Kingdom,False,False,,,,,,,1.25,,Sale,False,Other
536401,22068,Black Pirate Treasure Chest,2,,1.65,15862.0,United Kingdom,False,False,,,,,,,3.3,,Sale,False,Other
536401,21743,Star Portable Table Light,2,,2.95,15862.0,United Kingdom,False,False,,,,,,,5.9,,Sale,False,Home
536401,21744,Snowflake Portable Table Light,2,,2.95,15862.0,United Kingdom,False,False,,,,,,,5.9,,Sale,False,Home
536401,84709B,Pink Oval Jewelled Mirror,1,,5.95,15862.0,United Kingdom,False,False,,,,,,,5.95,,Sale,False,Other
536401,21592,Retrospot Cigar Box Matches,1,,1.25,15862.0,United Kingdom,False,False,,,,,,,1.25,,Sale,False,Other
536401,21587,Cosy Hour Giant Tube Matches,2,,2.55,15862.0,United Kingdom,False,False,,,,,,,5.1,,Sale,False,Other
536401,20992,Jazz Hearts Purse Notebook,9,,0.85,15862.0,United Kingdom,False,False,,,,,,,7.6499999999999995,,Sale,False,Stationery
536401,22662,Lunch Bag Dolly Girl Design,1,,1.65,15862.0,United Kingdom,False,False,,,,,,,1.65,,Sale,False,Bags
536401,85123A,White Hanging Heart T-Light Holder,4,,2.95,15862.0,United Kingdom,False,False,,,,,,,11.8,,Sale,False,Home
536401,22804,Candleholder Pink Hanging Heart,3,,2.95,15862.0,United Kingdom,False,False,,,,,,,8.850000000000001,,Sale,False,Home
536401,82483,Wood 2 Drawer Cabinet White Finish,1,,5.95,15862.0,United Kingdom,False,False,,,,,,,5.95,,Sale,False,Other
536401,20749,Assorted Colour Mini Cases,1,,7.95,15862.0,United Kingdom,False,False,,,,,,,7.95,,Sale,False,Other
536401,20725,Lunch Bag Red Retrospot,1,,1.65,15862.0,United Kingdom,False,False,,,,,,,1.65,,Sale,False,Bags
536401,22382,Lunch Bag Spaceboy Design,2,,1.65,15862.0,United Kingdom,False,False,,,,,,,3.3,,Sale,False,Bags
536401,20726,Lunch Bag Woodland,1,,1.65,15862.0,United Kingdom,False,False,,,,,,,1.65,,Sale,False,Bags
536401,22384,Lunch Bag Pink Polkadot,1,,1.65,15862.0,United Kingdom,False,False,,,,,,,1.65,,Sale,False,Bags
536401,22467,Gumball Coat Rack,5,,2.55,15862.0,United Kingdom,False,False,,,,,,,12.75,,Sale,False,Other
536401,84625C,Blue New Baroque Candlestick Candle,3,,2.95,15862.0,United Kingdom,False,False,,,,,,,8.850000000000001,,Sale,False,Home
536401,84625A,Pink New Baroquecandlestick Candle,3,,2.95,15862.0,United Kingdom,False,False,,,,,,,8.850000000000001,,Sale,False,Home
536401,21108,Fairy Cake Flannel Assorted Colour,9,,2.55,15862.0,United Kingdom,False,False,,,,,,,22.95,,Sale,False,Other
536401,22848,Bread Bin Diner Style Pink,1,,16.95,15862.0,United Kingdom,False,False,,,,,,,16.95,,Sale,False,Other
536401,21033,Jumbo Bag Charlie And Lola Toys,4,,2.95,15862.0,United Kingdom,False,False,,,,,,,11.8,,Sale,False,Bags
536401,47570B,Tea Time Table Cloth,1,,10.65,15862.0,United Kingdom,False,False,,,,,,,10.65,,Sale,False,Other
536401,84030E,English Rose Hot Water Bottle,1,,4.25,15862.0,United Kingdom,False,False,,,,,,,4.25,,Sale,False,Other
536401,22428,Enamel Fire Bucket Cream,2,,6.95,15862.0,United Kingdom,False,False,,,,,,,13.9,,Sale,False,Other
536401,22502,Picnic Basket Wicker Small,2,,5.95,15862.0,United Kingdom,False,False,,,,,,,11.9,,Sale,False,Other
536402,22086,Paper Chain Kit 50'S Christmas,40,,2.55,15513.0,United Kingdom,False,False,,,,,,,102.0,,Sale,True,Stationery
536402,22910,Paper Chain Kit Vintage Christmas,40,,2.55,15513.0,United Kingdom,False,False,,,,,,,102.0,,Sale,True,Stationery
536402,22837,Hot Water Bottle Babushka,36,,4.25,15513.0,United Kingdom,False,False,,,,,,,153.0,,Sale,True,Other
536403,22867,Hand Warmer Bird Design,96,,1.85,12791.0,Netherlands,False,False,,,,,,,177.60000000000002,,Sale,False,Other
536403,POST,Postage,1,,15.0,12791.0,Netherlands,False,False,,,,,,,15.0,,Sale,False,Other
536404,22297,Heart Ivory Trellis Small,24,,1.25,16218.0,United Kingdom,False,False,,,,,,,30.0,,Sale,True,Other
536404,22771,Clear Drawer Knob Acrylic Edwardian,12,,1.25,16218.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Other
536404,22772,Pink Drawer Knob Acrylic Edwardian,12,,1.25,16218.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Other
536404,22773,Green Drawer Knob Acrylic Edwardian,12,,1.25,16218.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Other
536404,22805,Blue Drawer Knob Acrylic Edwardian,12,,1.25,16218.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Other
536404,22469,Heart Of Wicker Small,12,,1.65,16218.0,United Kingdom,False,False,,,,,,,19.799999999999997,,Sale,True,Other
536404,22197,Small Popcorn Holder,36,,0.85,16218.0,United Kingdom,False,False,,,,,,,30.599999999999998,,Sale,True,Home
536404,21125,Set 6 Football Celebration Candles,12,,1.25,16218.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Home
536404,21126,Set Of 6 Girls Celebration Candles,12,,1.25,16218.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Home
536404,85049C,Romantic Pinks Ribbons,12,,1.25,16218.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Gift
536404,85049D,Bright Blues Ribbons,12,,1.25,16218.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Gift
536404,85049E,Scandinavian Reds Ribbons,12,,1.25,16218.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Gift
536404,85049G,Chocolate Box Ribbons,12,,1.25,16218.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Gift
536404,21061,Party Invites Football,12,,0.85,16218.0,United Kingdom,False,False,,,,,,,10.2,,Sale,True,Other
536404,21063,Party Invites Jazz Hearts,12,,0.85,16218.0,United Kingdom,False,False,,,,,,,10.2,,Sale,True,Other
536404,21062,Party Invites Spaceman,12,,0.85,16218.0,United Kingdom,False,False,,,,,,,10.2,,Sale,True,Other
536404,84380,Set Of 3 Butterfly Cookie Cutters,12,,1.25,16218.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Other
536404,84378,Set Of 3 Heart Cookie Cutters,12,,1.25,16218.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Other
536404,22964,3 Piece Spaceboy Cookie Cutter Set,12,,2.1,16218.0,United Kingdom,False,False,,,,,,,25.200000000000003,,Sale,True,Other
536404,21213,Pack Of 72 Skull Cake Cases,24,,0.55,16218.0,United Kingdom,False,False,,,,,,,13.200000000000001,,Sale,True,Other
536404,22417,Pack Of 60 Spaceboy Cake Cases,24,,0.55,16218.0,United Kingdom,False,False,,,,,,,13.200000000000001,,Sale,True,Other
536404,21212,Pack Of 72 Retrospot Cake Cases,24,,0.55,16218.0,United Kingdom,False,False,,,,,,,13.200000000000001,,Sale,True,Other
536404,84992,72 Sweetheart Fairy Cake Cases,24,,0.55,16218.0,United Kingdom,False,False,,,,,,,13.200000000000001,,Sale,True,Other
536404,21975,Pack Of 60 Dinosaur Cake Cases,24,,0.55,16218.0,United Kingdom,False,False,,,,,,,13.200000000000001,,Sale,True,Other
536404,22383,Lunch Bag Suki Design,10,,1.65,16218.0,United Kingdom,False,False,,,,,,,16.5,,Sale,True,Bags
536404,20728,Lunch Bag Cars Blue,10,,1.65,16218.0,United Kingdom,False,False,,,,,,,16.5,,Sale,True,Bags
536404,20727,Lunch Bag Black Skull.,10,,1.65,16218.0,United Kingdom,False,False,,,,,,,16.5,,Sale,True,Bags
536404,22296,Heart Ivory Trellis Large,24,,1.65,16218.0,United Kingdom,False,False,,,,,,,39.599999999999994,,Sale,True,Other
536405,20914,Set/5 Red Retrospot Lid Glass Bowls,128,,2.55,14045.0,United Kingdom,False,False,,,,,,,326.4,,Sale,False,Kitchen
536406,85123A,White Hanging Heart T-Light Holder,8,,2.55,17850.0,United Kingdom,False,False,,,,,,,20.4,,Sale,True,Home
536406,71053,White Metal Lantern,8,,3.39,17850.0,United Kingdom,False,False,,,,,,,27.12,,Sale,True,Home
536406,84406B,Cream Cupid Hearts Coat Hanger,8,,2.75,17850.0,United Kingdom,False,False,,,,,,,22.0,,Sale,True,Other
536406,20679,Edwardian Parasol Red,6,,4.95,17850.0,United Kingdom,False,False,,,,,,,29.700000000000003,,Sale,True,Other
